 !, doc.freq 3, pointer: 0
 $, doc.freq 2, pointer: 25
 1,290.4, doc.freq 1, pointer: 138264
 1,291,000, doc.freq 1, pointer: 138271
 1,292,000, doc.freq 1, pointer: 138279
 1,292,600, doc.freq 1, pointer: 138287
 1,293,000, doc.freq 2, pointer: 138295
 1,294,245, doc.freq 1, pointer: 138311
 1,295,000, doc.freq 2, pointer: 138318
 1,295,104, doc.freq 1, pointer: 138335
 1,295,187, doc.freq 1, pointer: 138343
 1,296,000, doc.freq 1, pointer: 138350
 1,298,257, doc.freq 1, pointer: 138357
 1,298,377, doc.freq 1, pointer: 138364
 1,300, doc.freq 8, pointer: 138371
 1,300,000, doc.freq 7, pointer: 138434
 1,301,000, doc.freq 2, pointer: 138486
 1,301,850, doc.freq 1, pointer: 138505
 1,303,000, doc.freq 1, pointer: 138513
 1,306,000, doc.freq 1, pointer: 138520
 1,306,595, doc.freq 1, pointer: 138527
 1,306,658, doc.freq 1, pointer: 138534
 1,306,860, doc.freq 1, pointer: 138542
 1,306,875, doc.freq 1, pointer: 138549
 1,307,000, doc.freq 2, pointer: 138556
 1,308,503, doc.freq 1, pointer: 138573
 1,309,000, doc.freq 3, pointer: 138580
 1,309,412, doc.freq 1, pointer: 138604
 1,310,000, doc.freq 1, pointer: 138612
 1,311,000, doc.freq 2, pointer: 138619
 1,314, doc.freq 1, pointer: 138638
 1,314,700, doc.freq 1, pointer: 138645
 1,317,000, doc.freq 1, pointer: 138652
 1,317,402, doc.freq 1, pointer: 138659
 1,318,000, doc.freq 1, pointer: 138666
 1,319,000, doc.freq 1, pointer: 138673
 1,320,000, doc.freq 1, pointer: 138680
 1,321,000, doc.freq 1, pointer: 138688
 1,321,940, doc.freq 1, pointer: 138695
 1,323, doc.freq 2, pointer: 138703
 1,324,000, doc.freq 1, pointer: 138720
 1,325, doc.freq 2, pointer: 138727
 1,325,755, doc.freq 2, pointer: 138744
 1,325,978, doc.freq 1, pointer: 138758
 1,326.5, doc.freq 1, pointer: 138765
 1,327, doc.freq 1, pointer: 138772
 1,327,000, doc.freq 1, pointer: 138780
 1,327,016, doc.freq 1, pointer: 138787
 1,327,172, doc.freq 1, pointer: 138793
 1,328,634, doc.freq 1, pointer: 138800
 1,329,000, doc.freq 2, pointer: 138806
 1,330, doc.freq 1, pointer: 138826
 1,330,511, doc.freq 1, pointer: 138833
 1,331,000, doc.freq 1, pointer: 138841
 1,331,739, doc.freq 1, pointer: 138848
 1,332,000, doc.freq 2, pointer: 138855
 1,332,218, doc.freq 1, pointer: 138872
 1,332,273, doc.freq 1, pointer: 138879
 1,332,652, doc.freq 1, pointer: 138886
 1,333, doc.freq 1, pointer: 138893
 1,333,760, doc.freq 1, pointer: 138901
 1,334,000, doc.freq 1, pointer: 138908
 1,334,950, doc.freq 1, pointer: 138915
 1,335, doc.freq 1, pointer: 138922
 1,337, doc.freq 1, pointer: 138930
 1,338,346, doc.freq 1, pointer: 138938
 1,339, doc.freq 1, pointer: 138946
 1,339,000, doc.freq 1, pointer: 138953
 1,339,800, doc.freq 1, pointer: 138960
 1,340, doc.freq 1, pointer: 138967
 1,342,000, doc.freq 1, pointer: 138974
 1,343,000, doc.freq 2, pointer: 138981
 1,344, doc.freq 1, pointer: 138997
 1,347,000, doc.freq 1, pointer: 139004
 1,349,077, doc.freq 1, pointer: 139012
 1,350, doc.freq 1, pointer: 139020
 1,350,000, doc.freq 2, pointer: 139027
 1,350,387, doc.freq 1, pointer: 139044
 1,350,800, doc.freq 1, pointer: 139051
 1,351, doc.freq 1, pointer: 139058
 1,351,000, doc.freq 1, pointer: 139065
 1,351,076, doc.freq 1, pointer: 139073
 1,352,709, doc.freq 1, pointer: 139080
 1,353,000, doc.freq 1, pointer: 139088
 1,355,000, doc.freq 1, pointer: 139094
 1,355,296, doc.freq 1, pointer: 139101
 1,356,000, doc.freq 2, pointer: 139108
 1,356,321, doc.freq 1, pointer: 139128
 1,356,400, doc.freq 1, pointer: 139135
 1,356,672, doc.freq 1, pointer: 139143
 1,356,754, doc.freq 1, pointer: 139151
 1,357,000, doc.freq 2, pointer: 139159
 1,358,000, doc.freq 1, pointer: 139176
 1,359,000, doc.freq 1, pointer: 139182
 1,359,273, doc.freq 1, pointer: 139189
 1,360,000, doc.freq 2, pointer: 139196
 1,361,000, doc.freq 1, pointer: 139213
 1,361,421, doc.freq 1, pointer: 139220
 1,363,000, doc.freq 1, pointer: 139228
 1,364,000, doc.freq 1, pointer: 139235
 1,364,453, doc.freq 1, pointer: 139242
 1,364,712, doc.freq 1, pointer: 139249
 1,364,763, doc.freq 1, pointer: 139256
 1,364,878, doc.freq 1, pointer: 139263
 1,365,000, doc.freq 1, pointer: 139271
 1,365,655, doc.freq 1, pointer: 139278
 1,366,000, doc.freq 1, pointer: 139286
 1,366,340, doc.freq 1, pointer: 139293
 1,368,000, doc.freq 1, pointer: 139301
 1,368,591, doc.freq 1, pointer: 139308
 1,368,959, doc.freq 1, pointer: 139315
 1,369,602, doc.freq 1, pointer: 139322
 1,370, doc.freq 1, pointer: 139329
 1,370,063, doc.freq 1, pointer: 139336
 1,370,898, doc.freq 1, pointer: 139343
 1,371,000, doc.freq 2, pointer: 139350
 1,375, doc.freq 1, pointer: 139367
 1,375,000, doc.freq 1, pointer: 139374
 1,376,000, doc.freq 2, pointer: 139381
 1,377, doc.freq 2, pointer: 139398
 1,377,000, doc.freq 1, pointer: 139415
 1,378,973, doc.freq 1, pointer: 139422
 1,379,453, doc.freq 1, pointer: 139429
 1,381,000, doc.freq 1, pointer: 139437
 1,381,009, doc.freq 1, pointer: 139444
 1,383,000, doc.freq 1, pointer: 139451
 1,384,000, doc.freq 2, pointer: 139459
 1,384,208,000, doc.freq 1, pointer: 139478
 1,384,334, doc.freq 1, pointer: 139486
 1,387,000, doc.freq 1, pointer: 139494
 1,387,500, doc.freq 1, pointer: 139501
 1,388,000, doc.freq 2, pointer: 139508
 1,389,000, doc.freq 1, pointer: 139525
 1,389,600, doc.freq 1, pointer: 139532
 1,391,000, doc.freq 1, pointer: 139539
 1,392,000, doc.freq 1, pointer: 139546
 1,393,000, doc.freq 1, pointer: 139553
 1,394,000, doc.freq 1, pointer: 139560
 1,394,080, doc.freq 1, pointer: 139567
 1,395,000, doc.freq 1, pointer: 139575
 1,397,000, doc.freq 1, pointer: 139582
 1,397.0, doc.freq 1, pointer: 139589
 1,398,000, doc.freq 1, pointer: 139597
 1,400, doc.freq 5, pointer: 139605
 1,400,000, doc.freq 5, pointer: 139645
 1,400,247, doc.freq 1, pointer: 139682
 1,400,945, doc.freq 1, pointer: 139689
 1,401,155, doc.freq 1, pointer: 139697
 1,402,000, doc.freq 2, pointer: 139704
 1,402,696, doc.freq 1, pointer: 139721
 1,403,000, doc.freq 1, pointer: 139728
 1,403,230, doc.freq 1, pointer: 139735
 1,405,000, doc.freq 1, pointer: 139743
 1,406.5, doc.freq 1, pointer: 139750
 1,407,000, doc.freq 3, pointer: 139758
 1,408,000, doc.freq 1, pointer: 139780
 1,408,813, doc.freq 1, pointer: 139787
 1,409,867, doc.freq 1, pointer: 139794
 1,410,000, doc.freq 1, pointer: 139801
 1,410,184, doc.freq 1, pointer: 139808
 1,411, doc.freq 2, pointer: 139816
 1,411,000, doc.freq 1, pointer: 139833
 1,412,000, doc.freq 1, pointer: 139841
 1,412.6, doc.freq 1, pointer: 139848
 1,413,000, doc.freq 1, pointer: 139855
 1,413,859, doc.freq 1, pointer: 139862
 1,414,000, doc.freq 1, pointer: 139869
 1,414,313, doc.freq 1, pointer: 139877
 1,414,369, doc.freq 1, pointer: 139885
 1,415,000, doc.freq 2, pointer: 139892
 1,416,000, doc.freq 1, pointer: 139909
 1,417,000, doc.freq 1, pointer: 139916
 1,418,000, doc.freq 1, pointer: 139923
 1,418,019, doc.freq 1, pointer: 139930
 1,419,000, doc.freq 1, pointer: 139938
 1,420, doc.freq 2, pointer: 139945
 1,420,000, doc.freq 2, pointer: 139962
 1,420,500, doc.freq 1, pointer: 139979
 1,420,815, doc.freq 1, pointer: 139986
 1,422,000, doc.freq 1, pointer: 139993
 1,423,000, doc.freq 1, pointer: 140000
 1,424,000, doc.freq 1, pointer: 140007
 1,425,000, doc.freq 2, pointer: 140014
 1,428,000, doc.freq 2, pointer: 140031
 1,430, doc.freq 2, pointer: 140046
 1,433,000, doc.freq 1, pointer: 140066
 1,434.0, doc.freq 1, pointer: 140073
 1,436,000, doc.freq 1, pointer: 140079
 1,438,000, doc.freq 1, pointer: 140086
 1,439,000, doc.freq 1, pointer: 140093
 1,439,498, doc.freq 1, pointer: 140100
 1,440,000, doc.freq 2, pointer: 140107
 1,440,154, doc.freq 1, pointer: 140126
 1,441,000, doc.freq 1, pointer: 140133
 1,442,000, doc.freq 1, pointer: 140140
 1,443,000, doc.freq 1, pointer: 140147
 1,444,149, doc.freq 2, pointer: 140154
 1,445,000, doc.freq 1, pointer: 140171
 1,445,275, doc.freq 1, pointer: 140179
 1,447,000, doc.freq 1, pointer: 140186
 1,448,310, doc.freq 2, pointer: 140193
 1,449,550, doc.freq 1, pointer: 140210
 1,450, doc.freq 3, pointer: 140217
 1,450,000, doc.freq 1, pointer: 140241
 1,452.7, doc.freq 1, pointer: 140249
 1,455,000, doc.freq 1, pointer: 140257
 1,456,000, doc.freq 1, pointer: 140264
 1,457,000, doc.freq 1, pointer: 140271
 1,458,000, doc.freq 2, pointer: 140278
 1,459.00, doc.freq 1, pointer: 140295
 1,460,000, doc.freq 1, pointer: 140302
 1,461, doc.freq 2, pointer: 140309
 1,461,000, doc.freq 3, pointer: 140325
 1,461,792, doc.freq 1, pointer: 140347
 1,462,000, doc.freq 1, pointer: 140355
 1,463,000, doc.freq 1, pointer: 140362
 1,463,962, doc.freq 1, pointer: 140370
 1,464,000, doc.freq 1, pointer: 140377
 1,465,153, doc.freq 1, pointer: 140384
 1,465,926, doc.freq 1, pointer: 140391
 1,465.00, doc.freq 1, pointer: 140399
 1,466, doc.freq 1, pointer: 140406
 1,466,907, doc.freq 1, pointer: 140413
 1,467,742, doc.freq 1, pointer: 140421
 1,468,000, doc.freq 1, pointer: 140429
 1,469,208, doc.freq 1, pointer: 140436
 1,470,000, doc.freq 1, pointer: 140443
 1,471,000, doc.freq 1, pointer: 140451
 1,471,257, doc.freq 2, pointer: 140458
 1,474,000, doc.freq 2, pointer: 140475
 1,475,000, doc.freq 1, pointer: 140494
 1,475,0000, doc.freq 1, pointer: 140502
 1,476,000, doc.freq 2, pointer: 140509
 1,477,829, doc.freq 1, pointer: 140526
 1,478,000, doc.freq 2, pointer: 140533
 1,478,066, doc.freq 2, pointer: 140549
 1,480,000, doc.freq 2, pointer: 140566
 1,480,830, doc.freq 1, pointer: 140583
 1,481,703, doc.freq 1, pointer: 140590
 1,482,000, doc.freq 1, pointer: 140598
 1,483,886, doc.freq 1, pointer: 140605
 1,484,516, doc.freq 1, pointer: 140612
 1,485,000, doc.freq 2, pointer: 140619
 1,485,600, doc.freq 1, pointer: 140636
 1,487,000, doc.freq 2, pointer: 140643
 1,487,796, doc.freq 1, pointer: 140662
 1,488,000, doc.freq 1, pointer: 140669
 1,489,298, doc.freq 2, pointer: 140676
 1,490,718, doc.freq 1, pointer: 140695
 1,491,000, doc.freq 1, pointer: 140702
 1,491,590, doc.freq 1, pointer: 140709
 1,492,000, doc.freq 2, pointer: 140717
 1,494,146, doc.freq 1, pointer: 140734
 1,494,304, doc.freq 1, pointer: 140741
 1,495,000, doc.freq 1, pointer: 140748
 1,497,000, doc.freq 1, pointer: 140756
 1,497,251, doc.freq 1, pointer: 140763
 1,499,234, doc.freq 1, pointer: 140770
 1,499,985, doc.freq 1, pointer: 140777
 1,500, doc.freq 10, pointer: 140785
 1,500,000, doc.freq 8, pointer: 140859
 1,501,000, doc.freq 1, pointer: 140920
 1,502,032, doc.freq 1, pointer: 140927
 1,503.5, doc.freq 1, pointer: 140934
 1,504,000, doc.freq 1, pointer: 140942
 1,504,702, doc.freq 1, pointer: 140950
 1,505.00, doc.freq 1, pointer: 140957
 1,506,000, doc.freq 2, pointer: 140964
 1,506,756, doc.freq 1, pointer: 140981
 1,507, doc.freq 1, pointer: 140987
 1,508,000, doc.freq 1, pointer: 140995
 1,510,000, doc.freq 1, pointer: 141003
 1,511, doc.freq 1, pointer: 141010
 1,512,534, doc.freq 3, pointer: 141017
 1,513,395, doc.freq 1, pointer: 141039
 1,518,700, doc.freq 2, pointer: 141046
 1,519,360, doc.freq 1, pointer: 141065
 1,520,000, doc.freq 1, pointer: 141072
 1,520,797, doc.freq 1, pointer: 141079
 1,521,000, doc.freq 1, pointer: 141085
 1,521,002, doc.freq 1, pointer: 141092
 1,522,000, doc.freq 2, pointer: 141099
 1,522,850, doc.freq 1, pointer: 141113
 1,523,000, doc.freq 4, pointer: 141120
 1,525,000, doc.freq 1, pointer: 141147
 1,526,359, doc.freq 1, pointer: 141154
 1,528,000, doc.freq 2, pointer: 141162
 1,530,000, doc.freq 1, pointer: 141181
 1,532,431, doc.freq 1, pointer: 141189
 1,533,277, doc.freq 1, pointer: 141195
 1,533.0, doc.freq 1, pointer: 141202
 1,534,503, doc.freq 1, pointer: 141209
 1,535,000, doc.freq 2, pointer: 141216
 1,535,550, doc.freq 1, pointer: 141235
 1,536,000, doc.freq 3, pointer: 141242
 1,537,000, doc.freq 1, pointer: 141264
 1,538,000, doc.freq 1, pointer: 141272
 1,539, doc.freq 1, pointer: 141279
 1,540,000, doc.freq 1, pointer: 141286
 1,541,000, doc.freq 6, pointer: 141293
 1,542.6, doc.freq 1, pointer: 141335
 1,543, doc.freq 1, pointer: 141343
 1,543,000, doc.freq 2, pointer: 141350
 1,543,230, doc.freq 1, pointer: 141369
 1,544,000, doc.freq 3, pointer: 141377
 1,545,160, doc.freq 1, pointer: 141401
 1,546,000, doc.freq 1, pointer: 141406
 1,547,000, doc.freq 1, pointer: 141414
 1,547,893, doc.freq 1, pointer: 141421
 1,548, doc.freq 1, pointer: 141429
 1,548,000, doc.freq 3, pointer: 141437
 1,549,000, doc.freq 2, pointer: 141462
 1,550, doc.freq 1, pointer: 141481
 1,550,329, doc.freq 1, pointer: 141489
 1,553,000, doc.freq 2, pointer: 141496
 1,553,592, doc.freq 3, pointer: 141513
 1,554,000, doc.freq 1, pointer: 141535
 1,555,000, doc.freq 2, pointer: 141543
 1,555,469, doc.freq 1, pointer: 141560
 1,557,000, doc.freq 1, pointer: 141568
 1,558,951, doc.freq 1, pointer: 141575
 1,559,000, doc.freq 1, pointer: 141582
 1,563,000, doc.freq 1, pointer: 141589
 1,564,605, doc.freq 1, pointer: 141597
 1,564.8, doc.freq 1, pointer: 141603
 1,565,000, doc.freq 1, pointer: 141610
 1,565,900, doc.freq 1, pointer: 141616
 1,566,000, doc.freq 1, pointer: 141623
 1,566,936, doc.freq 1, pointer: 141629
 1,567,000, doc.freq 1, pointer: 141636
 1,568,941, doc.freq 1, pointer: 141644
 1,569,000, doc.freq 2, pointer: 141651
 1,569,287, doc.freq 1, pointer: 141668
 1,569,662, doc.freq 1, pointer: 141676
 1,570,000, doc.freq 1, pointer: 141683
 1,571,000, doc.freq 1, pointer: 141690
 1,574,000, doc.freq 1, pointer: 141698
 1,575.1, doc.freq 1, pointer: 141705
 1,577,722, doc.freq 1, pointer: 141712
 1,577,892, doc.freq 1, pointer: 141720
 1,577.61, doc.freq 1, pointer: 141726
 1,578, doc.freq 1, pointer: 141734
 1,578.03, doc.freq 1, pointer: 141741
 1,579,000, doc.freq 2, pointer: 141749
 1,580, doc.freq 1, pointer: 141766
 1,580,000, doc.freq 1, pointer: 141774
 1,581,894, doc.freq 1, pointer: 141781
 1,582,000, doc.freq 1, pointer: 141789
 1,582,125, doc.freq 1, pointer: 141797
 1,582,790, doc.freq 1, pointer: 141805
 1,586,000, doc.freq 1, pointer: 141812
 1,587,000, doc.freq 1, pointer: 141819
 1,590,000, doc.freq 3, pointer: 141827
 1,593,000, doc.freq 2, pointer: 141850
 1,594,895, doc.freq 1, pointer: 141866
 1,596, doc.freq 1, pointer: 141873
 1,596,000, doc.freq 2, pointer: 141881
 1,598,000, doc.freq 1, pointer: 141898
 1,600, doc.freq 7, pointer: 141905
 1,600,000, doc.freq 7, pointer: 141958
 1,601,000, doc.freq 1, pointer: 142013
 1,602,000, doc.freq 1, pointer: 142020
 1,602,717, doc.freq 1, pointer: 142028
 1,603, doc.freq 1, pointer: 142035
 1,603,000, doc.freq 2, pointer: 142043
 1,607, doc.freq 1, pointer: 142060
 1,608,000, doc.freq 1, pointer: 142068
 1,609, doc.freq 1, pointer: 142076
 1,610,286, doc.freq 1, pointer: 142083
 1,611,000, doc.freq 1, pointer: 142091
 1,612,624, doc.freq 1, pointer: 142098
 1,613,000, doc.freq 1, pointer: 142105
 1,614,000, doc.freq 1, pointer: 142112
 1,614,079, doc.freq 1, pointer: 142120
 1,616,101, doc.freq 1, pointer: 142127
 1,618,000, doc.freq 1, pointer: 142134
 1,619,000, doc.freq 4, pointer: 142141
 1,620,000, doc.freq 1, pointer: 142168
 1,620,312, doc.freq 1, pointer: 142176
 1,622,503, doc.freq 1, pointer: 142184
 1,623,000, doc.freq 1, pointer: 142191
 1,624, doc.freq 1, pointer: 142198
 1,626,000, doc.freq 1, pointer: 142205
 1,626,233, doc.freq 1, pointer: 142211
 1,627,250, doc.freq 1, pointer: 142219
 1,627,518, doc.freq 1, pointer: 142226
 1,627,603-share, doc.freq 1, pointer: 142233
 1,629,000, doc.freq 1, pointer: 142240
 1,629,432, doc.freq 1, pointer: 142247
 1,631,011, doc.freq 1, pointer: 142255
 1,635, doc.freq 1, pointer: 142262
 1,637,000, doc.freq 1, pointer: 142269
 1,637,592, doc.freq 1, pointer: 142276
 1,638,000, doc.freq 1, pointer: 142283
 1,6390,800, doc.freq 1, pointer: 142290
 1,640,779, doc.freq 2, pointer: 142297
 1,642,000, doc.freq 2, pointer: 142314
 1,644.0, doc.freq 1, pointer: 142333
 1,646,000, doc.freq 3, pointer: 142341
 1,647, doc.freq 1, pointer: 142363
 1,647,000, doc.freq 1, pointer: 142370
 1,647,481, doc.freq 1, pointer: 142377
 1,648,000, doc.freq 1, pointer: 142384
 1,648,665, doc.freq 1, pointer: 142391
 1,649,453, doc.freq 1, pointer: 142398
 1,650, doc.freq 1, pointer: 142406
 1,650,000, doc.freq 2, pointer: 142414
 1,650,657, doc.freq 1, pointer: 142434
 1,652,916, doc.freq 1, pointer: 142441
 1,653,386, doc.freq 2, pointer: 142448
 1,655, doc.freq 1, pointer: 142468
 1,655.8, doc.freq 1, pointer: 142476
 1,656,000, doc.freq 1, pointer: 142480
 1,657,000, doc.freq 1, pointer: 142487
 1,658,000, doc.freq 1, pointer: 142494
 1,660,000, doc.freq 1, pointer: 142501
 1,660,300, doc.freq 1, pointer: 142508
 1,661,000, doc.freq 2, pointer: 142515
 1,661,023, doc.freq 1, pointer: 142532
 1,662,000, doc.freq 1, pointer: 142539
 1,663.3-x, doc.freq 1, pointer: 142546
 1,665, doc.freq 1, pointer: 142554
 1,666,000, doc.freq 1, pointer: 142562
 1,666,313, doc.freq 1, pointer: 142569
 1,666,650, doc.freq 1, pointer: 142576
 1,666,908, doc.freq 1, pointer: 142584
 1,667,000, doc.freq 1, pointer: 142591
 1,668,000, doc.freq 1, pointer: 142598
 1,670, doc.freq 1, pointer: 142605
 1,671,000, doc.freq 1, pointer: 142612
 1,673,960, doc.freq 1, pointer: 142620
 1,674,000, doc.freq 2, pointer: 142628
 1,675,000, doc.freq 1, pointer: 142645
 1,678,000, doc.freq 3, pointer: 142653
 1,680,240, doc.freq 1, pointer: 142675
 1,682,000, doc.freq 1, pointer: 142682
 1,683,000, doc.freq 3, pointer: 142689
 1,685, doc.freq 2, pointer: 142713
 1,685,000, doc.freq 1, pointer: 142730
 1,686,000, doc.freq 1, pointer: 142737
 1,686,559, doc.freq 1, pointer: 142744
 1,688,000, doc.freq 1, pointer: 142752
 1,689,000, doc.freq 1, pointer: 142760
 1,690,000, doc.freq 1, pointer: 142768
 1,691,878, doc.freq 1, pointer: 142775
 1,692,976, doc.freq 1, pointer: 142782
 1,693,375, doc.freq 1, pointer: 142790
 1,693,951, doc.freq 1, pointer: 142798
 1,694,000, doc.freq 3, pointer: 142805
 1,695,000, doc.freq 1, pointer: 142827
 1,696,000, doc.freq 1, pointer: 142834
 1,698,345, doc.freq 1, pointer: 142842
 1,699, doc.freq 1, pointer: 142849
 1,699,124, doc.freq 1, pointer: 142857
 1,700, doc.freq 9, pointer: 142863
 1,700,000, doc.freq 6, pointer: 142930
 1,700,0000, doc.freq 1, pointer: 142972
 1,700.3, doc.freq 1, pointer: 142978
 1,701,000, doc.freq 1, pointer: 142985
 1,702,016, doc.freq 1, pointer: 142992
 1,705,000, doc.freq 1, pointer: 142999
 1,706,601, doc.freq 1, pointer: 143006
 1,709, doc.freq 1, pointer: 143014
 1,710, doc.freq 1, pointer: 143021
 1,710,000, doc.freq 1, pointer: 143029
 1,710,256, doc.freq 1, pointer: 143036
 1,712,000, doc.freq 2, pointer: 143043
 1,712,231, doc.freq 1, pointer: 143060
 1,712,916, doc.freq 1, pointer: 143067
 1,713,000, doc.freq 1, pointer: 143074
 1,713,941, doc.freq 1, pointer: 143081
 1,714,000, doc.freq 1, pointer: 143088
 1,715,000, doc.freq 1, pointer: 143095
 1,717,810, doc.freq 1, pointer: 143100
 1,719,000, doc.freq 1, pointer: 143107
 1,720, doc.freq 1, pointer: 143114
 1,721,900, doc.freq 1, pointer: 143121
 1,722,000, doc.freq 1, pointer: 143128
 1,725,000, doc.freq 1, pointer: 143135
 1,730, doc.freq 1, pointer: 143142
 1,730,000, doc.freq 5, pointer: 143149
 1,731, doc.freq 1, pointer: 143189
 1,732,000, doc.freq 1, pointer: 143196
 1,734, doc.freq 1, pointer: 143203
 1,734,000, doc.freq 1, pointer: 143210
 1,735,000, doc.freq 1, pointer: 143217
 1,736, doc.freq 2, pointer: 143224
 1,737, doc.freq 1, pointer: 143238
 1,737,000, doc.freq 1, pointer: 143245
 1,740,000, doc.freq 1, pointer: 143252
 1,741,000, doc.freq 1, pointer: 143259
 1,741,437, doc.freq 2, pointer: 143266
 1,741,508, doc.freq 1, pointer: 143283
 1,742,000, doc.freq 2, pointer: 143290
 1,743,000, doc.freq 2, pointer: 143307
 1,745,000, doc.freq 1, pointer: 143324
 1,746,675, doc.freq 1, pointer: 143331
 1,750, doc.freq 4, pointer: 143339
 1,750,000, doc.freq 4, pointer: 143367
 1,751,609, doc.freq 1, pointer: 143395
 1,752,000, doc.freq 1, pointer: 143402
 1,753,000, doc.freq 1, pointer: 143409
 1,754,076, doc.freq 1, pointer: 143415
 1,755,000, doc.freq 1, pointer: 143422
 1,756,000, doc.freq 2, pointer: 143429
 1,759,000, doc.freq 1, pointer: 143445
 1,759,675, doc.freq 1, pointer: 143452
 1,760,000, doc.freq 1, pointer: 143460
 1,761,000, doc.freq 1, pointer: 143467
 1,761,900, doc.freq 1, pointer: 143474
 1,762,000, doc.freq 1, pointer: 143481
 1,762,270, doc.freq 1, pointer: 143488
 1,764,000, doc.freq 1, pointer: 143495
 1,766,000, doc.freq 2, pointer: 143502
 1,768,000, doc.freq 2, pointer: 143519
 1,770, doc.freq 2, pointer: 143538
 1,772,000, doc.freq 1, pointer: 143552
 1,773, doc.freq 1, pointer: 143560
 1,775,000, doc.freq 2, pointer: 143567
 1,776,000, doc.freq 2, pointer: 143586
 1,776,341, doc.freq 1, pointer: 143605
 1,778,110, doc.freq 1, pointer: 143612
 1,780, doc.freq 2, pointer: 143619
 1,780,000, doc.freq 2, pointer: 143633
 1,783,000, doc.freq 1, pointer: 143650
 1,784,000, doc.freq 1, pointer: 143656
 1,785,000, doc.freq 3, pointer: 143662
 1,787,561, doc.freq 1, pointer: 143683
 1,788,000, doc.freq 2, pointer: 143690
 1,788,141, doc.freq 1, pointer: 143709
 1,788,406, doc.freq 1, pointer: 143717
 1,791,000, doc.freq 1, pointer: 143724
 1,793,398, doc.freq 1, pointer: 143731
 1,795,908, doc.freq 1, pointer: 143738
